"Nombre d'incendies suivant les critères de sélection : 2541"
"Critères de sélection =>";"Date de première alerte, de : 2025-01-01 00:00:00";"Date de première alerte, jusqu'à : 2025-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
2025;5964;"13";"13050";"Lambesc";"2025-07-08 15:16:00";10000;10000;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;3130;"26";"26113";"Die";"2025-07-08 15:45:00";20000;19500;0;500;0;0;;;;;"Estimées";"2";"Malveillance";"Non";;;;""
2025;11171;"72";"72022";"Le Bailleul";"2025-07-08 16:03:00";10;5;;5;0;0;;;;;"Estimées";;;"Non";;;;""
2025;5966;"13";"13001";"Aix-en-Provence";"2025-07-08 16:17:00";3000;3000;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;3770;"34";"34056";"Castelnau-de-Guers";"2025-07-08 16:35:00";1602716;1602716;0;0;0;0;;;;;"Mesurées";"1";"Involontaire (travaux)";"Non";;;;""
2025;8289;"83";"83137";"Toulon";"2025-07-08 16:39:00";10557;0;10557;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2025;5352;"04";"04121";"Mézel";"2025-07-08 16:49:00";5000;5000;0;0;0;0;;;;;"Estimées";;;;;;;"Données partielles ou non valides"
2025;3260;"82";"82136";"Orgueil";"2025-07-08 16:52:00";3800;2000;;1800;0;0;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2025;3131;"26";"26208";"Montoison";"2025-07-08 16:57:00";1500;200;0;1300;0;0;;;;;"Estimées";"2";"Malveillance";"Non";;;;""
2025;20303;"17";"17241";"Montguyon";"2025-07-08 17:00:00";8890;8890;;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;5358;"04";"04163";"Revest-du-Bion";"2025-07-08 17:10:00";1000;1000;0;0;0;0;;;;;"Estimées";;;;;;;"Données partielles ou non valides"
2025;5943;"13";"13040";"Fuveau";"2025-07-08 17:18:00";2;2;0;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;3765;"34";"34113";"Gigean";"2025-07-08 17:47:00";84058;0;84058;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;3334;"66";"66026";"Brouilla";"2025-07-08 18:14:00";15000;0;15000;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;5968;"13";"13033";"Ensuès-la-Redonne";"2025-07-08 18:21:00";50;50;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;3764;"34";"34079";"Clermont-l'Hérault";"2025-07-08 18:49:00";17231;17231;0;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;8679;"83";"83107";"Roquebrune-sur-Argens";"2025-07-08 19:11:00";38;38;0;0;0;0;;;;;"Estimées";"5";;"Non";;;;""
2025;3760;"34";"34028";"Bédarieux";"2025-07-08 20:03:00";195;195;0;0;0;0;;;;;"Mesurées";"4";"Malveillance";"Non";;;;""
2025;3203;"06";"06161";"Villeneuve-Loubet";"2025-07-08 21:09:00";100;0;100;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;3757;"34";"34013";"Aspiran";"2025-07-08 22:23:00";11491;11491;0;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;5944;"13";"13047";"Istres";"2025-07-08 23:44:00";30000;30000;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;10296;"2A";"2A349";"Viggianello";"2025-07-09 05:54:00";1500;0;1500;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;19418;"84";"84129";"Sorgues";"2025-07-09 06:01:00";13600;2200;0;0;0;11400;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;18007;"24";"24011";"Antonne-et-Trigonant";"2025-07-09 08:38:00";6;6;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";0;0;0;""
2025;3751;"34";"34019";"Avène";"2025-07-09 09:05:00";32;32;0;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;5974;"13";"13001";"Aix-en-Provence";"2025-07-09 09:45:00";10;10;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;19419;"84";"84035";"Cavaillon";"2025-07-09 11:01:00";1000;1000;0;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2025;21116;"43";"43238";"Séneujols";"2025-07-09 12:05:00";1;1;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;21409;"77";"77094";"Charmentray";"2025-07-09 12:06:32";5;5;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2025;20219;"16";"16054";"Le Bouchage";"2025-07-09 12:11:00";20010;10;;0;20000;0;;;;;"Estimées";;;"Non";;;;""
2025;18259;"24";"24388";"Saint-Chamassy";"2025-07-09 12:11:00";60000;5000;;0;55000;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;10297;"2A";"2A019";"Arbori";"2025-07-09 13:49:00";200;0;200;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;20220;"16";"16353";"Saint-Sornin";"2025-07-09 14:03:00";92000;15000;;0;77000;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;18008;"24";"24238";"Lempzours";"2025-07-09 14:06:00";2000;2000;;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;18432;"40";"40274";"Saint-Martin-d'Oney";"2025-07-09 14:08:00";2100;2100;;0;0;0;;;;;"Mesurées";;;"Non";0;0;0;""
2025;20221;"16";"16085";"Chasseneuil-sur-Bonnieure";"2025-07-09 14:21:00";30150;150;;0;30000;0;;;;;"Estimées";;;"Non";;;;""
2025;3824;"66";"66049";"Céret";"2025-07-09 15:10:00";10000;10000;0;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;4853;"56";"56023";"Brech";"2025-07-09 15:23:00";1500;1500;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;18569;"40";"40021";"Azur";"2025-07-09 16:00:00";7500;7500;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;12523;"48";"48068";"Gabrias";"2025-07-09 16:02:00";71000;60964;0;0;10036;0;;;;;"Mesurées";"5";"Involontaire (travaux)";"Non";;;;""
2025;19425;"84";"84137";"Vaison-la-Romaine";"2025-07-09 16:06:00";6400;4100;0;0;0;2300;;;;;"Mesurées";"4";"Accidentelle";"Non";;;;""
2025;19422;"84";"84064";"Lapalud";"2025-07-09 16:19:00";109800;3400;0;0;106400;0;;;;;"Mesurées";;;"Oui";0;0;3;""
2025;15887;"33";"33193";"Grayan-et-l'Hôpital";"2025-07-09 16:30:00";2000;2000;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;6288;"63";"63290";"Pulvérières";"2025-07-09 16:54:00";250;250;;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;21914;"23";"23200";"Saint-Goussaud";"2025-07-09 17:57:28";1000;1000;;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";0;0;0;""
2025;6224;"69";"69277";"Genas";"2025-07-09 18:05:00";60000;5000;;0;55000;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;8464;"83";"83107";"Roquebrune-sur-Argens";"2025-07-09 18:25:00";9387;9387;0;0;0;0;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2025;3251;"26";"26275";"Rochegude";"2025-07-09 18:46:00";200;200;0;0;0;0;;;;;"Estimées";"2";"Involontaire (particulier)";"Non";;;;""
2025;8657;"83";"83005";"Artignosc-sur-Verdon";"2025-07-09 19:30:00";250;125;125;0;0;0;;;;;"Estimées";"5";;"Non";;;;""
2025;20275;"17";"17074";"Bussac-Forêt";"2025-07-09 19:57:00";1966;1966;;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;17811;"86";"86152";"Mauprévoir";"2025-07-09 20:25:00";8000;4000;;4000;0;0;;;;;"Estimées";;;"Non";;;;""
2025;17297;"30";"30206";"Poulx";"2025-07-09 20:47:00";546;546;0;;0;0;;;;;"Mesurées";;"Malveillance";"Non";0;0;0;""
2025;17296;"30";"30206";"Poulx";"2025-07-09 20:47:00";1447;1447;0;;0;0;;;;;"Mesurées";;"Malveillance";"Non";0;0;0;""
2025;4860;"56";"56260";"Vannes";"2025-07-09 22:26:00";20000;20000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;4861;"56";"56114";"Locmaria";"2025-07-09 23:46:00";5000;5000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;10298;"2A";"2A345";"Vero";"2025-07-09 23:58:00";200;0;200;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;4864;"56";"56114";"Locmaria";"2025-07-10 01:21:00";5000;5000;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;3730;"34";"34021";"Babeau-Bouldoux";"2025-07-10 06:02:00";41;41;0;0;0;0;;;;;"Mesurées";"2";;"Non";;;;""
2025;20819;"44";"44062";"Le Gâvre";"2025-07-10 09:18:00";30;30;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;3725;"34";"34116";"Grabels";"2025-07-10 10:09:00";7142;7142;0;0;0;0;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2025;10299;"2A";"2A272";"Sartène";"2025-07-10 10:14:00";5;0;5;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;8689;"83";"83090";"Ollioules";"2025-07-10 10:31:00";1500;1500;0;0;0;0;;;;;"Mesurées";"5";;"Non";;;;""
2025;16978;"79";"79352";"Villiers-sur-Chizé";"2025-07-10 12:42:00";704000;1000;;0;702000;1000;;;;;"Mesurées";;;"Non";;;;""
2025;22020;"23";"23092";"Glénic";"2025-07-10 13:04:00";100000;100000;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;7091;"04";"04004";"Allemagne-en-Provence";"2025-07-10 13:48:00";312000;229100;0;82900;0;0;;;;;"Mesurées";;"Accidentelle";;;;;"Données partielles ou non valides"
2025;15613;"33";"33436";"Saint-Magne";"2025-07-10 13:56:00";1000;1000;;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;15612;"33";"33248";"Listrac-Médoc";"2025-07-10 13:57:00";100;100;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;15615;"33";"33501";"Saucats";"2025-07-10 14:00:00";2000;2000;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;6296;"63";"63358";"Saint-Hilaire-la-Croix";"2025-07-10 14:10:00";10000;10000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;15933;"33";"33151";"Donnezac";"2025-07-10 14:30:00";25000;25000;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;17920;"18";"18149";"Méry-ès-Bois";"2025-07-10 14:35:00";240700;5600;;0;235100;0;;;;;"Estimées";;;"Non";;;;""
2025;15934;"33";"33329";"Pompéjac";"2025-07-10 16:01:00";15000;15000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;20276;"17";"17243";"Montlieu-la-Garde";"2025-07-10 16:56:00";228;228;;0;0;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;12526;"48";"48034";"La Canourgue";"2025-07-10 17:02:00";11348;0;11348;0;0;0;;;;;"Mesurées";"1";"Accidentelle";"Non";;;;""
2025;5945;"13";"13001";"Aix-en-Provence";"2025-07-10 17:03:00";40;40;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;18297;"24";"24541";"Soudat";"2025-07-10 17:06:00";90000;40000;;50000;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;7887;"11";"11173";"Hounoux";"2025-07-10 17:16:00";5000;1000;4000;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;12527;"48";"48064";"Fournels";"2025-07-10 18:05:00";11337;9537;0;0;1800;0;;;;;"Mesurées";"5";"Involontaire (travaux)";"Non";;;;""
2025;16981;"79";"79124";"Les Forges";"2025-07-10 18:24:00";330000;21000;;0;247000;62000;;;;;"Estimées";;;"Non";;;;""
2025;3712;"34";"34028";"Bédarieux";"2025-07-10 18:27:00";268;268;0;0;0;0;;;;;"Mesurées";"2";"Malveillance";"Non";;;;""
2025;20277;"17";"17074";"Bussac-Forêt";"2025-07-10 18:27:00";4662;4662;;0;0;0;;;;;"Mesurées";;;"Non";0;0;0;""
2025;20226;"16";"16065";"Brillac";"2025-07-10 18:41:00";80000;5000;;0;75000;0;;;;;"Estimées";;;"Non";;;;""
2025;3711;"34";"34028";"Bédarieux";"2025-07-10 18:54:00";5536;5536;0;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;22072;"07";"07187";"Prunet";"2025-07-10 21:52:00";25000;25000;0;0;0;0;;;;;"Estimées";"4";"Involontaire (particulier)";"Non";;;;""
2025;11271;"72";"72176";"Le Lude";"2025-07-10 23:02:00";10;5;;5;0;0;;;;;"Estimées";;;"Non";;;;""
2025;8691;"83";"83028";"Callas";"2025-07-11 00:26:00";48;48;0;0;0;0;;;;;"Mesurées";"5";;"Non";;;;""
2025;8692;"83";"83028";"Callas";"2025-07-11 00:37:00";55;55;0;0;0;0;;;;;"Mesurées";"5";;"Non";;;;""
2025;3709;"34";"34019";"Avène";"2025-07-11 01:28:00";369;369;0;0;0;0;;;;;"Mesurées";"6";"Malveillance";"Non";;;;""
2025;4866;"56";"56023";"Brech";"2025-07-11 09:43:00";300;300;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;4979;"41";"41013";"Bauzy";"2025-07-11 11:26:00";250000;250000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;20278;"17";"17074";"Bussac-Forêt";"2025-07-11 12:30:00";2202;2202;;0;0;0;;;;;"Mesurées";;;"Non";0;0;0;""
2025;17813;"86";"86037";"Brigueil-le-Chantre";"2025-07-11 12:43:00";145000;5000;;140000;0;0;;;;;"Estimées";;;"Non";;;;""
2025;3870;"34";"34096";"Faugères";"2025-07-11 12:56:00";2336;2336;0;0;0;0;;;;;"Mesurées";"1";"Accidentelle";"Non";;;;""
2025;3699;"34";"34116";"Grabels";"2025-07-11 13:04:00";24392;0;24392;0;0;0;;;;;"Mesurées";"1";"Involontaire (particulier)";"Non";;;;""
2025;15993;"33";"33255";"Lucmau";"2025-07-11 13:29:00";160000;160000;;0;0;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;5975;"13";"13055";"Marseille";"2025-07-11 13:47:00";300;300;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;5636;"22";"22033";"Caurel";"2025-07-11 13:55:00";10000;10000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;17841;"30";"30044";"Bonnevaux";"2025-07-11 14:24:00";10;0;10;0;0;0;;;;;"Mesurées";"1";"Involontaire (travaux)";"Non";;;;""
2025;20279;"17";"17378";"Saint-Palais-de-Négrignac";"2025-07-11 14:25:00";3105;3105;;0;0;0;;;;;"Mesurées";;;"Non";0;0;0;""
2025;18570;"40";"40021";"Azur";"2025-07-11 14:34:00";6600;6600;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;16984;"79";"79252";"Saint-Généroux";"2025-07-11 14:52:00";207000;17000;;0;190000;0;;;;;"Estimées";;;"Non";;;;""
2025;5976;"13";"13001";"Aix-en-Provence";"2025-07-11 15:02:00";3;3;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;5412;"89";"89060";"Bussy-le-Repos";"2025-07-11 15:25:00";170400;1900;;0;168500;0;;;;;"Mesurées";;;"Non";;;;""
2025;3610;"36";"36035";"Chaillac";"2025-07-11 15:33:00";60000;20000;;0;40000;0;;;;;"Estimées";;;"Non";;;;""
2025;17815;"86";"86135";"Liniers";"2025-07-11 15:50:00";224000;217000;;0;7000;0;;;;;"Mesurées";;;"Non";;;;""
2025;4983;"41";"41238";"Savigny-sur-Braye";"2025-07-11 15:58:00";260200;9300;;0;250900;0;;;;;"Estimées";;;"Non";;;;""
2025;7890;"11";"11146";"Floure";"2025-07-11 16:17:00";5;5;0;0;0;0;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2025;5977;"13";"13019";"Cabriès";"2025-07-11 16:18:00";3;3;0;0;0;0;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2025;4869;"56";"56180";"Porcaro";"2025-07-11 16:38:00";25000;10000;;0;15000;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;21780;"48";"48068";"Gabrias";"2025-07-11 16:38:00";29580;29580;0;0;0;0;;;;;"Mesurées";"6";"Involontaire (travaux)";;;;;"Données partielles ou non valides"
2025;4870;"56";"56034";"Carnac";"2025-07-11 17:02:00";2000;2000;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;18304;"24";"24528";"Sceau-Saint-Angel";"2025-07-11 17:57:00";99000;20000;;79000;0;0;;;;;"Estimées";;;"Oui";0;1;0;""
2025;21417;"77";"77333";"Nemours";"2025-07-11 18:30:20";100;100;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;20027;"16";"16191";"Lonnes";"2025-07-11 18:46:10";2;2;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;17819;"86";"86253";"Sanxay";"2025-07-11 19:00:00";90000;10000;;80000;0;0;;;;;"Estimées";;;"Non";;;;""
2025;3611;"36";"36123";"Mézières-en-Brenne";"2025-07-11 19:31:00";80000;60000;;0;20000;0;;;;;"Estimées";;;"Non";;;;""
2025;4875;"56";"56193";"Riantec";"2025-07-11 20:19:00";20000;20000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;6319;"63";"63302";"La Roche-Blanche";"2025-07-11 21:18:00";1500;1500;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;7093;"04";"04230";"Valensole";"2025-07-12 01:37:00";100;100;0;0;0;0;;;;;"Estimées";;"Accidentelle";;;;;"Données partielles ou non valides"
2025;18305;"24";"24448";"Saint-Martial-d'Albarède";"2025-07-12 02:59:00";40000;5000;;0;0;35000;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;11142;"72";"72195";"Mézeray";"2025-07-12 05:57:00";900;900;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;18262;"24";"24064";"Brantôme en Périgord";"2025-07-12 06:16:00";30000;30000;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;20231;"16";"16101";"Claix";"2025-07-12 11:01:00";20100;100;;0;20000;0;;;;;"Estimées";;;"Non";;;;""
2025;22076;"07";"07089";"Félines";"2025-07-12 11:40:00";15000;15000;0;0;0;0;;;;;"Estimées";"3";;"Non";;;;""
2025;19693;"19";"19041";"Chanac-les-Mines";"2025-07-12 11:53:01";1;1;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;3651;"56";"56091";"Josselin";"2025-07-12 12:19:00";3500;3500;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;4989;"56";"56091";"Josselin";"2025-07-12 12:19:00";3000;3000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;20304;"17";"17074";"Bussac-Forêt";"2025-07-12 12:56:00";24900;24900;;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;11284;"72";"72195";"Mézeray";"2025-07-12 13:14:00";10;5;;5;0;0;;;;;"Estimées";;;"Non";;;;""
2025;6567;"35";"35089";"La Couyère";"2025-07-12 13:14:00";10000;10000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;22023;"23";"23102";"Ladapeyre";"2025-07-12 13:41:00";317000;19000;;256000;39000;3000;;;;;"Mesurées";;"Accidentelle";"Non";;;;""
2025;8469;"83";"83001";"Les Adrets-de-l'Estérel";"2025-07-12 14:11:00";109;0;109;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2025;3557;"43";"43132";"Mazeyrat-d'Allier";"2025-07-12 14:47:00";312100;52100;;0;203900;56100;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;19768;"19";"19257";"Sérilhac";"2025-07-12 15:13:00";20000;20000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;4993;"56";"56131";"Meslan";"2025-07-12 15:36:00";15000;5000;;0;10000;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;5029;"41";"41010";"Azé";"2025-07-12 16:05:00";40100;100;;0;40000;0;;;;;"Estimées";;;"Non";;;;""
2025;3647;"2B";"2B009";"Aléria";"2025-07-12 16:08:00";40000;25000;15000;0;0;0;;;;;"Estimées";"1";"Accidentelle";"Non";;;;""
2025;22077;"07";"07173";"Péreyres";"2025-07-12 16:13:00";8000;0;8000;0;0;0;;;;;"Estimées";"1";"Accidentelle";"Non";;;;""
2025;8582;"85";"85294";"La Tranche-sur-Mer";"2025-07-12 16:24:00";200;200;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;7094;"04";"04237";"Le Vernet";"2025-07-12 16:33:00";100;100;0;0;0;0;;;;;"Estimées";;"Malveillance";;;;;"Données partielles ou non valides"
2025;4558;"37";"37040";"Brizay";"2025-07-12 16:40:00";70000;60000;;0;0;10000;;;;;"Estimées";;;"Non";;;;""
2025;20035;"16";"16341";"Saint-Michel";"2025-07-12 17:04:00";2;2;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;10778;"68";"68226";"Munster";"2025-07-12 17:19:00";10;10;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;8135;"29";"29268";"Saint-Thonan";"2025-07-12 17:29:00";300;300;;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;11223;"72";"72114";"Dehault";"2025-07-12 17:34:00";10;5;;5;0;0;;;;;"Estimées";;;"Non";;;;""
2025;18306;"24";"24205";"Grignols";"2025-07-12 17:47:00";30000;30000;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;18571;"40";"40149";"Lencouacq";"2025-07-12 17:49:00";13750;13750;;0;0;0;;;;;"Mesurées";;"Naturelle";"Non";;;;""
2025;3564;"06";"06105";"Roquefort-les-Pins";"2025-07-12 17:51:00";500;0;500;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Oui";0;0;1;""
2025;17822;"86";"86029";"Blanzay";"2025-07-12 18:24:00";675000;69000;;21000;585000;0;;;;;"Mesurées";;;"Non";;;;""
2025;18154;"24";"24091";"Cénac-et-Saint-Julien";"2025-07-12 18:30:00";50;50;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";0;0;0;""
2025;18572;"40";"40158";"Losse";"2025-07-12 18:50:00";22000;22000;;0;0;0;;;;;"Mesurées";;"Naturelle";"Non";;;;""
2025;20280;"17";"17225";"Les Mathes";"2025-07-12 19:03:00";20;20;;0;0;0;;;;;"Mesurées";;;"Non";0;0;0;""
2025;12479;"59";"59498";"Reumont";"2025-07-12 19:13:00";100;100;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;8138;"29";"29004";"Bannalec";"2025-07-12 19:28:00";70000;10000;;0;60000;0;;;;;"Estimées";;;"Non";;;;""
2025;17712;"86";"86139";"Lusignan";"2025-07-12 20:33:01";100;100;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;20305;"17";"17077";"Cercoux";"2025-07-12 21:00:00";5175;1675;;3500;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;5979;"13";"13056";"Martigues";"2025-07-12 21:47:00";1;1;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;10303;"2A";"2A359";"Zicavo";"2025-07-12 23:04:00";30;0;30;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;10779;"68";"68281";"Roggenhouse";"2025-07-13 00:04:00";550;50;;500;0;0;;;;;"Estimées";;;"Non";;;;""
2025;21423;"77";"77258";"Lognes";"2025-07-13 09:42:07";10;10;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;5665;"22";"22029";"Canihuel";"2025-07-13 12:49:00";10000;10000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;7214;"04";"04075";"Entrepierres";"2025-07-13 13:29:00";32400;32400;0;0;0;0;;;;;"Mesurées";;"Accidentelle";;;;;"Données partielles ou non valides"
2025;21425;"77";"77055";"Brou-sur-Chantereine";"2025-07-13 13:43:10";20;20;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";0;0;0;""
2025;3570;"06";"06158";"Villars-sur-Var";"2025-07-13 14:33:00";200;0;200;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;22314;"14";"14658";"Noues de Sienne";"2025-07-13 15:01:00";1000;1000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;20497;"35";"35211";"Paimpont";"2025-07-13 15:07:00";10;10;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;12397;"27";"27419";"Mouettes";"2025-07-13 15:26:00";100;100;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;11744;"67";"67313";"Mutzig";"2025-07-13 15:50:00";300;300;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;10784;"68";"68329";"Stosswihr";"2025-07-13 16:25:00";250;250;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;15935;"33";"33255";"Lucmau";"2025-07-13 16:28:00";40000;40000;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;14290;"47";"47202";"Paulhiac";"2025-07-13 17:23:10";800;800;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2025;3655;"56";"56253";"Tréal";"2025-07-13 17:41:00";10;10;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;12504;"42";"42326";"Véranne";"2025-07-13 18:01:00";5000;5000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;18309;"24";"24200";"Grand-Brassac";"2025-07-13 22:58:00";5000;5000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;5211;"56";"56145";"Néant-sur-Yvel";"2025-07-14 04:23:00";3000;3000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;5212;"56";"56168";"Plouharnel";"2025-07-14 09:18:00";5000;5000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;3649;"2B";"2B236";"Poggio-di-Nazza";"2025-07-14 10:26:00";30;0;30;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;7894;"11";"11433";"Villeneuve-Minervois";"2025-07-14 13:42:00";1200;1200;0;0;0;0;;;;;"Mesurées";;"Naturelle";"Non";;;;""
2025;8475;"83";"83137";"Toulon";"2025-07-14 14:11:00";31;31;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;10549;"74";"74058";"La Chapelle-d'Abondance";"2025-07-14 16:22:00";3;3;;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;7217;"04";"04242";"Villeneuve";"2025-07-14 17:16:00";2100;2100;0;0;0;0;;;;;"Estimées";;"Malveillance";;;;;"Données partielles ou non valides"
2025;18014;"24";"24080";"Capdrot";"2025-07-14 17:51:00";1000;1000;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
