"Nombre d'incendies suivant les critères de sélection : 2541"
"Critères de sélection =>";"Date de première alerte, de : 2025-01-01 00:00:00";"Date de première alerte, jusqu'à : 2025-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
2025;15549;"33";"33220";"Lamarque";"2025-06-18 17:26:00";1500;1500;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;19117;"84";"84089";"Pertuis";"2025-06-18 17:50:00";1600;1600;0;0;0;0;;;;;"Mesurées";"3";;"Non";;;;""
2025;9049;"83";"83061";"Fréjus";"2025-06-18 18:09:00";1;0;1;0;0;0;;;;;"Mesurées";"2";;"Non";;;;""
2025;20653;"44";"44197";"Sion-les-Mines";"2025-06-18 20:08:02";400;400;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;20325;"17";"17155";"Étaules";"2025-06-18 21:50:00";600;600;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;5841;"13";"13063";"Miramas";"2025-06-18 22:07:00";10;0;10;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;9048;"83";"83126";"La Seyne-sur-Mer";"2025-06-18 22:47:00";20;0;20;0;0;0;;;;;"Estimées";"2";;"Non";;;;""
2025;15552;"33";"33086";"Camiac-et-Saint-Denis";"2025-06-18 23:04:00";60;1;;59;0;0;;;;;"Estimées";;;"Non";;;;""
2025;7766;"11";"11264";"Névian";"2025-06-18 23:38:00";500;500;0;0;0;0;;;;;"Mesurées";"3";"Malveillance";"Non";;;;""
2025;7767;"11";"11332";"Saint-André-de-Roquelongue";"2025-06-19 00:41:00";600;600;0;0;0;0;;;;;"Mesurées";"4";"Malveillance";"Non";;;;""
2025;5838;"13";"13005";"Aubagne";"2025-06-19 01:28:00";100;100;0;0;0;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;7768;"11";"11148";"Fontcouverte";"2025-06-19 02:07:00";600;0;600;0;0;0;;;;;"Mesurées";"4";"Malveillance";"Non";;;;""
2025;7770;"11";"11148";"Fontcouverte";"2025-06-19 02:39:00";300;0;300;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;5837;"13";"13101";"Saint-Savournin";"2025-06-19 09:42:00";2000;2000;0;0;0;0;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2025;1993;"2B";"2B138";"Lavatoggio";"2025-06-19 10:43:00";35000;0;35000;0;0;0;;;;;"Estimées";"1";;"Non";;;;""
2025;2072;"34";"34245";"Saint-Chinian";"2025-06-19 12:10:00";17635;0;17635;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;2068;"34";"34163";"Montarnaud";"2025-06-19 14:41:00";2079;0;2079;0;0;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;11138;"72";"72191";"Mayet";"2025-06-19 15:07:00";20000;20000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;5843;"13";"13106";"Septèmes-les-Vallons";"2025-06-19 15:32:00";200;200;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;7771;"11";"11318";"Roquecourbe-Minervois";"2025-06-19 15:40:00";2435;2435;0;0;0;0;;;;;"Mesurées";"4";"Malveillance";"Non";;;;""
2025;4460;"74";"74160";"Manigod";"2025-06-19 15:49:00";5;5;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";;;;""
2025;18678;"38";"38364";"Saint-Barthélemy-de-Séchilienne";"2025-06-19 15:53:00";20;20;;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;9245;"2A";"2A041";"Bonifacio";"2025-06-19 15:55:00";5;0;5;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;7772;"11";"11241";"Montbrun-des-Corbières";"2025-06-19 16:45:00";25100;15000;10100;0;0;0;;;;;"Mesurées";"4";"Malveillance";"Non";;;;""
2025;17202;"30";"30093";"Conqueyrac";"2025-06-19 16:46:00";4398;0;4398;;0;0;;;;;"Mesurées";;"Malveillance";"Non";0;0;0;""
2025;9243;"2A";"2A006";"Alata";"2025-06-19 18:20:00";2;0;2;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;11633;"83";"83115";"Sainte-Maxime";"2025-06-19 22:24:00";40;0;40;0;0;0;;;;;"Estimées";"2";"Accidentelle";"Non";;;;""
2025;19662;"19";"19136";"Meymac";"2025-06-20 11:08:09";20;20;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;4532;"41";"41161";"Nouan-le-Fuzelier";"2025-06-20 11:31:00";400;400;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;5697;"35";"35139";"Laillé";"2025-06-20 12:43:00";1200;600;;0;600;0;;;;;"Estimées";;;"Non";;;;""
2025;17773;"86";"86161";"Moncontour";"2025-06-20 14:30:00";10500;500;;10000;0;0;;;;;"Estimées";;;"Non";;;;""
2025;5850;"13";"13039";"Fos-sur-Mer";"2025-06-20 15:23:00";200;200;0;0;0;0;;;;;"Mesurées";;"Accidentelle";"Non";;;;""
2025;2147;"05";"05180";"Les Vigneaux";"2025-06-20 16:00:00";20;20;0;0;0;0;;;;;"Estimées";"1";"Naturelle";"Non";;;;""
2025;11136;"72";"72187";"Marigné-Laillé";"2025-06-20 16:01:00";30;30;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;22000;"23";"23029";"Le Bourg-d'Hem";"2025-06-20 17:23:00";30000;10000;;0;20000;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;7776;"11";"11323";"Roquetaillade-et-Conilhac";"2025-06-20 17:31:00";50;0;50;0;0;0;;;;;"Mesurées";"1";"Accidentelle";"Non";;;;""
2025;15555;"33";"33047";"Berson";"2025-06-20 17:35:00";100;100;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;9032;"83";"83137";"Toulon";"2025-06-20 17:50:00";2;0;2;0;0;0;;;;;"Mesurées";"2";;"Non";;;;""
2025;10535;"49";"49347";"Tiercé";"2025-06-20 18:05:00";500;500;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;3539;"04";"04023";"Bayons";"2025-06-20 19:04:00";2;2;0;0;0;0;;;;;"Estimées";;"Naturelle";;;;;"Données partielles ou non valides"
2025;18566;"40";"40094";"Escource";"2025-06-20 19:25:00";10000;10000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;6295;"67";"67180";"Haguenau";"2025-06-20 21:47:00";600;600;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;7778;"11";"11148";"Fontcouverte";"2025-06-20 23:57:00";100;0;100;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;7777;"11";"11261";"Moux";"2025-06-20 23:57:00";150;0;150;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;5854;"13";"13080";"Le Puy-Sainte-Réparade";"2025-06-21 02:11:00";2;2;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;11148;"72";"72226";"Oizé";"2025-06-21 04:01:00";1500;1500;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;7779;"11";"11364";"Saint-Polycarpe";"2025-06-21 09:26:00";300;0;300;0;0;0;;;;;"Mesurées";"3";"Accidentelle";"Non";;;;""
2025;11155;"72";"72291";"Saint-Jean-de-la-Motte";"2025-06-21 11:11:00";1000;1000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;21327;"77";"77520";"Villiers-sous-Grez";"2025-06-21 11:26:17";100;100;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2025;9354;"83";"83023";"Brignoles";"2025-06-21 11:31:00";30;0;30;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;7780;"11";"11387";"Taurize";"2025-06-21 12:13:00";3930;0;3930;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;5264;"85";"85222";"Saint-Gilles-Croix-de-Vie";"2025-06-21 12:41:00";800;800;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;2215;"66";"66064";"Égat";"2025-06-21 13:35:00";25;25;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;19765;"19";"19031";"Brive-la-Gaillarde";"2025-06-21 14:29:00";40000;40000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;5856;"13";"13117";"Vitrolles";"2025-06-21 15:34:00";500;500;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;2020;"26";"26086";"Châtillon-en-Diois";"2025-06-21 15:47:00";5000;5000;0;0;0;0;;;;;"Estimées";"5";"Accidentelle";"Non";;;;""
2025;4314;"57";"57163";"Dabo";"2025-06-21 18:33:57";3000;3000;;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;4464;"74";"74280";"Thônes";"2025-06-21 22:31:00";1;1;;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;4465;"74";"74205";"Onnion";"2025-06-22 09:08:00";1;1;;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;2149;"05";"05160";"Salérans";"2025-06-22 10:00:00";40;40;0;0;0;0;;;;;"Estimées";"5";"Naturelle";"Non";;;;""
2025;11139;"72";"72191";"Mayet";"2025-06-22 11:24:00";8500;8500;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2022;"26";"26196";"Montéléger";"2025-06-22 12:03:00";5000;5000;0;0;0;0;;;;;"Estimées";"3";;"Non";;;;""
2025;3016;"12";"12082";"La Couvertoirade";"2025-06-22 12:11:00";115000;30000;;0;85000;0;;;;;"Estimées";;;"Non";;;;""
2025;19238;"07";"07134";"Laurac-en-Vivarais";"2025-06-22 13:42:00";500;0;500;0;0;0;;;;;"Estimées";"1";"Accidentelle";"Non";;;;""
2025;15078;"88";"88169";"Fays";"2025-06-22 14:50:00";6000;6000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;19125;"84";"84103";"Rustrel";"2025-06-22 16:59:00";1700;900;0;0;0;800;;;;;"Mesurées";"4";"Involontaire (travaux)";"Non";;;;""
2025;15079;"88";"88216";"Grandvillers";"2025-06-22 19:41:00";2600;2600;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;9028;"83";"83123";"Sanary-sur-Mer";"2025-06-22 19:55:00";10;0;10;0;0;0;;;;;"Estimées";"2";;"Oui";;1;;"Données partielles ou non valides"
2025;19663;"19";"19219";"Sainte-Marie-Lapanouze";"2025-06-22 21:16:43";1;1;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";0;0;0;""
2025;15080;"88";"88187";"Frénois";"2025-06-22 21:19:00";5;5;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;11518;"27";"27116";"Brionne";"2025-06-22 21:54:00";50;50;;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;2028;"71";"71469";"Saint-Pierre-le-Vieux";"2025-06-23 07:56:00";100;100;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;19665;"19";"19002";"Aix";"2025-06-23 08:58:53";100;100;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";0;0;0;""
2025;5861;"13";"13041";"Gardanne";"2025-06-23 10:59:00";1000;1000;0;0;0;0;;;;;"Mesurées";;"Involontaire (particulier)";"Non";;;;""
2025;5866;"13";"13051";"Lançon-Provence";"2025-06-23 15:02:00";10;10;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2330;"56";"56034";"Carnac";"2025-06-23 15:54:00";50000;50000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;20328;"17";"17311";"Saint-Augustin";"2025-06-23 15:56:00";150;150;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;9246;"2A";"2A269";"Sari-Solenzara";"2025-06-23 16:49:00";1821100;1817600;3500;0;0;0;;;;;"Mesurées";;"Naturelle";"Non";;;;""
2025;4578;"41";"41059";"Le Controis-en-Sologne";"2025-06-23 17:04:00";30000;30000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;5862;"13";"13106";"Septèmes-les-Vallons";"2025-06-23 17:36:00";10;10;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;22212;"14";"14341";"Ifs";"2025-06-23 18:39:00";5;5;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;4579;"41";"41139";"Meusnes";"2025-06-23 22:27:00";15000;15000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;11520;"27";"27116";"Brionne";"2025-06-23 23:11:00";3400;3400;;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;2221;"66";"66102";"Mantet";"2025-06-24 09:45:00";2;2;0;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;17215;"30";"30302";"Saint-Victor-la-Coste";"2025-06-24 12:04:00";1089;1089;0;;0;0;;;;;"Mesurées";;;"Non";0;0;0;""
2025;2151;"26";"26100";"Combovin";"2025-06-24 12:51:00";3000;3000;0;0;0;0;;;;;"Estimées";"2";"Malveillance";"Non";;;;""
2025;9247;"2A";"2A089";"Ciamannacce";"2025-06-24 13:24:00";600;0;600;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;3275;"45";"45083";"Château-Renard";"2025-06-24 14:28:00";201100;10200;;0;190900;0;;;;;"Estimées";;;"Non";;;;""
2025;5867;"13";"13106";"Septèmes-les-Vallons";"2025-06-24 14:29:00";1000;0;1000;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;5873;"13";"13059";"Meyrargues";"2025-06-24 14:38:00";2;0;2;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;4469;"74";"74043";"Bons-en-Chablais";"2025-06-24 14:42:00";10;10;;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;5870;"13";"13102";"Saint-Victoret";"2025-06-24 15:13:00";50000;50000;0;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;19955;"16";"16192";"Terres-de-Haute-Charente";"2025-06-24 15:18:06";20;20;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;21345;"77";"77186";"Fontainebleau";"2025-06-24 15:59:00";10;10;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;3271;"45";"45250";"Pers-en-Gâtinais";"2025-06-24 16:00:00";273300;6400;;0;266900;0;;;;;"Estimées";;;"Non";;;;""
2025;5872;"13";"13014";"Berre-l'Étang";"2025-06-24 16:16:00";109000;0;109000;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;17844;"30";"30015";"Arphy";"2025-06-24 16:40:00";5;5;0;0;0;0;;;;;"Mesurées";"3";"Naturelle";"Non";;;;""
2025;15132;"60";"60009";"Allonne";"2025-06-24 17:38:00";2000;2000;;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;19957;"16";"16076";"Champagne-Mouton";"2025-06-24 19:35:51";1;1;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;11293;"72";"72211";"Mont-Saint-Jean";"2025-06-24 20:23:00";10;5;;5;0;0;;;;;"Estimées";;;"Non";;;;""
2025;21350;"77";"77493";"Verneuil-l'Étang";"2025-06-24 20:40:08";1;1;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;6188;"35";"35145";"Langon";"2025-06-24 21:58:00";5000;5000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;21352;"77";"77333";"Nemours";"2025-06-25 01:16:08";10;10;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;21353;"77";"77186";"Fontainebleau";"2025-06-25 06:47:30";1;1;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;21354;"77";"77186";"Fontainebleau";"2025-06-25 08:50:17";1;1;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;7793;"11";"11406";"Véraza";"2025-06-25 10:31:00";1000;0;1000;0;0;0;;;;;"Mesurées";"1";"Accidentelle";"Non";;;;""
2025;20267;"17";"17312";"Saint-Bonnet-sur-Gironde";"2025-06-25 11:17:00";10;10;;0;0;0;;;;;"Mesurées";;"Naturelle";"Non";0;0;0;""
2025;15083;"88";"88317";"Moussey";"2025-06-25 13:04:00";600;600;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;4638;"41";"41073";"Danzé";"2025-06-25 13:37:00";204800;12600;;0;192200;0;;;;;"Estimées";;;"Non";;;;""
2025;15561;"33";"33203";"Hourtin";"2025-06-25 14:20:00";20;20;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;5897;"13";"13077";"Port-de-Bouc";"2025-06-25 14:26:00";4500;4500;0;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;12511;"48";"48094";"Massegros Causses Gorges";"2025-06-25 14:38:00";1974;0;1974;0;0;0;;;;;"Mesurées";"1";;"Non";;;;""
2025;9355;"83";"83012";"Barjols";"2025-06-25 15:11:00";1500;1500;0;0;0;0;;;;;"Estimées";"5";"Involontaire (particulier)";"Non";;;;""
2025;15564;"33";"33458";"Saint-Paul";"2025-06-25 15:36:00";5;5;;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;3273;"45";"45254";"Poilly-lez-Gien";"2025-06-25 15:39:00";355200;46900;;0;308300;0;;;;;"Estimées";;;"Non";;;;""
2025;4323;"57";"57642";"Scy-Chazelles";"2025-06-25 15:46:59";4000;4000;;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";0;0;0;""
2025;9248;"2A";"2A004";"Ajaccio";"2025-06-25 16:00:00";15000;1000;11000;0;0;3000;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;4723;"41";"41127";"La Marolle-en-Sologne";"2025-06-25 16:01:00";60000;60000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;11283;"72";"72191";"Mayet";"2025-06-25 16:25:00";10;5;;5;0;0;;;;;"Estimées";;;"Non";;;;""
2025;7794;"11";"11212";"Mailhac";"2025-06-25 16:27:00";88140;0;50800;0;37340;0;;;;;"Mesurées";"1";"Involontaire (particulier)";"Non";;;;""
2025;2339;"56";"56021";"Brandérion";"2025-06-25 17:17:00";200;200;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;20197;"16";"16085";"Chasseneuil-sur-Bonnieure";"2025-06-25 17:18:00";5500;500;;0;5000;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;3279;"45";"45161";"Griselles";"2025-06-25 17:45:00";330400;7900;;0;322500;0;;;;;"Estimées";;;"Non";;;;""
2025;8986;"83";"83129";"Six-Fours-les-Plages";"2025-06-25 18:18:00";10;0;10;0;0;0;;;;;"Estimées";"2";;"Non";;;;""
2025;2340;"56";"56219";"Saint-Guyomard";"2025-06-25 18:52:00";20;20;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2183;"81";"81051";"Cahuzac-sur-Vère";"2025-06-25 18:55:00";650;50;;0;600;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;18567;"40";"40164";"Retjons";"2025-06-25 19:14:00";7000;7000;;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;22004;"23";"23006";"Arrènes";"2025-06-25 19:58:00";5000;5000;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;18001;"24";"24576";"Veyrines-de-Vergt";"2025-06-25 20:23:00";50;50;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";0;0;0;""
2025;14913;"64";"64095";"Barinque";"2025-06-25 21:31:08";200;200;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";0;0;0;""
2025;3543;"04";"04135";"Moustiers-Sainte-Marie";"2025-06-25 21:35:00";1000;1000;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";;;;;"Données partielles ou non valides"
2025;7795;"11";"11095";"Comigne";"2025-06-25 23:13:00";2100;0;2100;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;7796;"11";"11068";"Capendu";"2025-06-26 02:16:00";25;0;25;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;7797;"11";"11257";"Monze";"2025-06-26 02:53:00";16;0;16;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;4472;"74";"74056";"Chamonix-Mont-Blanc";"2025-06-26 05:20:00";10;10;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;6189;"35";"35176";"Guipry-Messac";"2025-06-26 05:56:00";5000;5000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2194;"43";"43080";"Craponne-sur-Arzon";"2025-06-26 13:52:00";4;2;;2;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2485;"34";"34157";"Mèze";"2025-06-26 13:53:00";31052;31052;0;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;2680;"06";"06116";"Saint-Auban";"2025-06-26 14:16:00";15000;15000;0;0;0;0;;;;;"Mesurées";;;"Non";;;;""
2025;5879;"13";"13051";"Lançon-Provence";"2025-06-26 14:48:00";300;300;0;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;3919;"43";"43123";"Lorlanges";"2025-06-26 15:27:00";354300;8300;;0;346000;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;20707;"44";"44161";"Saint-Gildas-des-Bois";"2025-06-26 16:05:00";100;100;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;21370;"77";"77186";"Fontainebleau";"2025-06-26 16:42:59";200;200;;0;0;0;;;;;"Estimées";;;"Non";0;0;0;""
2025;2208;"26";"26333";"Saint-Vallier";"2025-06-26 17:20:00";5000;5000;0;0;0;0;;;;;"Estimées";"3";"Malveillance";"Non";;;;""
2025;8979;"83";"83106";"Rocbaron";"2025-06-26 18:20:00";3;0;3;0;0;0;;;;;"Mesurées";"2";;"Non";;;;""
2025;5876;"13";"13056";"Martigues";"2025-06-26 20:27:00";300;300;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;5880;"13";"13063";"Miramas";"2025-06-26 21:41:00";500;500;0;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;21052;"35";"35328";"Sixt-sur-Aff";"2025-06-27 01:54:00";100;100;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;19148;"84";"84008";"Le Barroux";"2025-06-27 02:37:00";2;2;0;0;0;0;;;;;"Mesurées";"4";"Involontaire (particulier)";"Non";;;;""
2025;18411;"40";"40307";"Sore";"2025-06-27 07:35:00";500;500;;0;0;0;;;;;"Estimées";;"Accidentelle";"Non";0;0;0;""
2025;10427;"49";"49020";"Beaucouzé";"2025-06-27 07:36:00";20;20;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;5877;"13";"13112";"Velaux";"2025-06-27 11:29:00";25;25;0;0;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;19151;"84";"84083";"Mornas";"2025-06-27 11:59:00";11900;4100;0;0;7800;0;;;;;"Mesurées";"4";;"Non";;;;""
2025;7801;"11";"11022";"Azille";"2025-06-27 12:09:00";200;200;0;0;0;0;;;;;"Mesurées";"4";"Malveillance";"Non";;;;""
2025;7800;"11";"11022";"Azille";"2025-06-27 12:09:00";350;350;0;0;0;0;;;;;"Mesurées";"4";"Malveillance";"Non";;;;""
2025;2529;"2B";"2B009";"Aléria";"2025-06-27 12:18:00";10000;0;10000;0;0;0;;;;;"Estimées";;"Malveillance";"Non";;;;""
2025;2341;"56";"56045";"Le Cours";"2025-06-27 12:28:00";5000;5000;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2477;"34";"34221";"Puéchabon";"2025-06-27 12:34:00";13278;13278;0;0;0;0;;;;;"Mesurées";"1";"Involontaire (travaux)";"Non";;;;""
2025;20198;"16";"16023";"Aunac-sur-Charente";"2025-06-27 13:36:00";335000;500;;0;334500;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;2531;"2B";"2B009";"Aléria";"2025-06-27 13:59:00";10000;0;10000;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;2530;"2B";"2B185";"Oletta";"2025-06-27 14:00:00";30000;0;30000;0;0;0;;;;;"Estimées";"1";"Malveillance";"Non";;;;""
2025;7804;"11";"11151";"Fontiès-d'Aude";"2025-06-27 15:56:00";500;0;500;0;0;0;;;;;"Mesurées";"1";"Accidentelle";"Non";;;;""
2025;8969;"83";"83072";"Lorgues";"2025-06-27 17:05:00";300;300;0;0;0;0;;;;;"Estimées";"4";"Accidentelle";"Non";;;;""
2025;21055;"35";"35145";"Langon";"2025-06-27 17:29:00";10;10;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;14163;"47";"47106";"Fumel";"2025-06-27 17:55:00";21000;1000;;20000;0;0;;;;;"Estimées";;"Involontaire (travaux)";"Non";;;;""
2025;15449;"32";"32201";"Lasseube-Propre";"2025-06-27 18:04:00";1000;1000;;0;0;0;;;;;"Mesurées";;"Involontaire (travaux)";"Non";;;;""
2025;2361;"66";"66125";"Olette";"2025-06-27 18:38:00";800;800;0;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;3855;"13";"13055";"Marseille";"2025-06-27 21:06:00";30;0;30;0;0;0;;;;;"Estimées";;"Involontaire (particulier)";"Non";;;;""
2025;7807;"11";"11210";"Luc-sur-Orbieu";"2025-06-27 21:37:00";1000;0;1000;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;2281;"71";"71267";"Lugny";"2025-06-27 21:46:00";8;8;;0;0;0;;;;;"Estimées";;"Naturelle";"Non";;;;""
2025;7808;"11";"11241";"Montbrun-des-Corbières";"2025-06-27 23:17:00";7870;0;7870;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;7809;"11";"11148";"Fontcouverte";"2025-06-28 01:51:00";1524;0;1524;0;0;0;;;;;"Mesurées";;"Malveillance";"Non";;;;""
2025;20268;"17";"17118";"Corignac";"2025-06-28 03:05:00";383;383;;0;0;0;;;;;"Mesurées";;;"Non";0;0;0;""
2025;19159;"84";"84008";"Le Barroux";"2025-06-28 06:03:00";270;270;0;0;0;0;;;;;"Mesurées";"4";"Accidentelle";"Non";;;;""
2025;2460;"34";"34274";"Saint-Martin-de-Londres";"2025-06-28 10:14:00";1546;0;1546;0;0;0;;;;;"Mesurées";"1";"Malveillance";"Non";;;;""
2025;19240;"07";"07297";"Saint-Sylvestre";"2025-06-28 11:14:00";2000;2000;0;0;0;0;;;;;"Estimées";"1";"Involontaire (particulier)";"Non";;;;""
2025;21057;"35";"35176";"Guipry-Messac";"2025-06-28 11:35:00";30;30;;0;0;0;;;;;"Estimées";;;"Non";;;;""
2025;8967;"83";"83121";"Salernes";"2025-06-28 13:49:00";150;0;150;0;0;0;;;;;"Estimées";"2";;"Non";;;;""
2025;11137;"72";"72187";"Marigné-Laillé";"2025-06-28 14:48:00";900;900;;0;0;0;;;;;"Estimées";;;"Non";;;;""
